customer_id,country,industry,subscription_type,customer_segment,behavioral_segment,profitability_tier,churn_risk_level,customer_value_tier,signup_cohort
CUST_000657,Germany,Media,Enterprise,Hibernating,Growth Potential,Medium Profit,High,Platinum,2023-04
CUST_000658,Germany,Manufacturing,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000659,Germany,Finance,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-04
CUST_000660,USA,Finance,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-04
CUST_000661,USA,Education,Basic,Hibernating,Growth Potential,Low Profit,High,Bronze,2023-04
CUST_000662,Japan,Media,Basic,Promising,VIP Elite,High Profit,Low,Gold,2023-04
CUST_000663,Singapore,Consulting,Basic,Promising,Engaged Regulars,High Profit,Low,Gold,2023-04
CUST_000664,USA,Media,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000665,France,Healthcare,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000666,Germany,Healthcare,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-04
CUST_000667,USA,Manufacturing,Premium,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000668,Singapore,Education,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000669,USA,Real Estate,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-04
CUST_000670,USA,Technology,Basic,Promising,VIP Elite,High Profit,Low,Gold,2023-04
CUST_000671,USA,Healthcare,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-04
CUST_000672,Japan,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000673,Canada,Education,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000674,UK,Energy,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-05
CUST_000675,Singapore,Media,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000676,Japan,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000677,UK,Manufacturing,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-05
CUST_000678,Germany,Consulting,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000679,Brazil,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000680,USA,Technology,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000681,Brazil,Real Estate,Basic,Potential Loyalists,VIP Elite,Medium Profit,Low,Silver,2023-05
CUST_000682,France,Finance,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000683,Canada,Technology,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000684,Canada,Media,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000685,USA,Finance,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000686,Singapore,Manufacturing,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-05
CUST_000687,Japan,Manufacturing,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000688,USA,Education,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000689,UK,Education,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000690,UK,Finance,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-05
CUST_000691,USA,Manufacturing,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-05
CUST_000692,India,Retail,Basic,At Risk,Engaged Regulars,High Profit,High,Silver,2023-05
CUST_000693,France,Healthcare,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-05
CUST_000694,Australia,Technology,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-05
CUST_000695,India,Healthcare,Professional,Hibernating,Growth Potential,Loss-Making,High,Silver,2023-05
CUST_000696,USA,Retail,Basic,Promising,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000697,USA,Real Estate,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000698,UK,Education,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000699,UK,Media,Basic,Promising,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000700,France,Real Estate,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000701,USA,Media,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-05
CUST_000702,USA,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-05
CUST_000703,France,Education,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000704,Japan,Finance,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000705,France,Finance,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-05
CUST_000706,USA,Finance,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-05
CUST_000707,USA,Consulting,Basic,Potential Loyalists,Engaged Regulars,Medium Profit,Low,Silver,2023-05
CUST_000708,Germany,Finance,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000709,USA,Retail,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000710,Germany,Finance,Premium,At Risk,VIP Elite,High Profit,High,Platinum,2023-06
CUST_000711,UK,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000712,USA,Retail,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-06
CUST_000713,Singapore,Healthcare,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000714,USA,Healthcare,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000715,France,Media,Enterprise,Hibernating,Growth Potential,Low Profit,High,Gold,2023-06
CUST_000716,Germany,Media,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000717,Germany,Finance,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000718,USA,Healthcare,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-06
CUST_000719,UK,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000720,USA,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000721,India,Technology,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000722,Canada,Manufacturing,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000723,Japan,Consulting,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-06
CUST_000724,Canada,Media,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000725,India,Technology,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000726,Germany,Retail,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000727,Japan,Healthcare,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000728,USA,Consulting,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000729,Canada,Technology,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000730,USA,Education,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000731,UK,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000732,USA,Energy,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000733,Singapore,Real Estate,Basic,Promising,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000734,Singapore,Healthcare,Professional,Promising,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000735,Japan,Healthcare,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000736,Germany,Retail,Professional,Promising,Engaged Regulars,High Profit,Low,Gold,2023-06
CUST_000737,Japan,Technology,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000738,UK,Media,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000739,Australia,Energy,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000740,Australia,Media,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000741,Australia,Healthcare,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000742,Germany,Energy,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000743,UK,Manufacturing,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-06
CUST_000744,UK,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000745,UK,Retail,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-06
CUST_000746,USA,Finance,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-06
CUST_000747,USA,Media,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000748,France,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000749,France,Media,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-07
CUST_000750,UK,Retail,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000751,Germany,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000752,USA,Healthcare,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000753,UK,Consulting,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000754,France,Finance,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000755,France,Finance,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000756,Australia,Finance,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000757,India,Education,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000758,USA,Manufacturing,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000759,France,Finance,Enterprise,At Risk,Engaged Regulars,High Profit,High,Platinum,2023-07
CUST_000760,USA,Manufacturing,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000761,USA,Healthcare,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000762,UK,Technology,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000763,Germany,Media,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-07
CUST_000764,USA,Healthcare,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000765,Australia,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-07
CUST_000766,UK,Real Estate,Professional,Hibernating,Growth Potential,Loss-Making,High,Bronze,2023-07
CUST_000767,Canada,Education,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000768,UK,Consulting,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000769,USA,Finance,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-07
CUST_000770,USA,Healthcare,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000771,Canada,Healthcare,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-07
CUST_000772,Germany,Energy,Basic,Lost,Engaged Regulars,Medium Profit,Low,Silver,2023-07
CUST_000773,India,Technology,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000774,Australia,Real Estate,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000775,USA,Finance,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-07
CUST_000776,India,Technology,Professional,At Risk,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000777,Australia,Media,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000778,USA,Retail,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000779,France,Education,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000780,Japan,Healthcare,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000781,UK,Healthcare,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000782,Australia,Technology,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000783,Japan,Energy,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000784,France,Media,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000785,France,Real Estate,Professional,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-07
CUST_000786,France,Manufacturing,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-07
CUST_000787,Canada,Energy,Enterprise,At Risk,VIP Elite,High Profit,Medium,Platinum,2023-07
CUST_000788,USA,Education,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-07
CUST_000789,USA,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-07
CUST_000790,France,Consulting,Professional,At Risk,Engaged Regulars,Medium Profit,High,Silver,2023-07
CUST_000791,USA,Education,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000792,France,Real Estate,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-08
CUST_000793,Singapore,Retail,Basic,Lost,Engaged Regulars,High Profit,High,Silver,2023-08
CUST_000794,Canada,Energy,Professional,Hibernating,Growth Potential,Low Profit,High,Silver,2023-08
CUST_000795,UK,Retail,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000796,Canada,Media,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000797,USA,Energy,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-08
CUST_000798,Canada,Technology,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000799,USA,Technology,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000800,USA,Media,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000801,USA,Manufacturing,Basic,Hibernating,Engaged Regulars,Loss-Making,High,Bronze,2023-08
CUST_000802,USA,Energy,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000803,USA,Media,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000804,USA,Technology,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000805,USA,Finance,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-08
CUST_000806,Brazil,Healthcare,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-08
CUST_000807,Germany,Retail,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-08
CUST_000808,UK,Energy,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-08
CUST_000809,Singapore,Education,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-08
CUST_000810,Germany,Healthcare,Professional,At Risk,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000811,Germany,Energy,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-08
CUST_000812,Germany,Media,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000813,USA,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-08
CUST_000814,USA,Finance,Professional,Hibernating,Growth Potential,Low Profit,High,Silver,2023-08
CUST_000815,USA,Manufacturing,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-08
CUST_000816,Australia,Media,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-08
CUST_000817,France,Education,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000818,Brazil,Manufacturing,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-08
CUST_000819,UK,Retail,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-08
CUST_000820,Singapore,Consulting,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000821,Germany,Healthcare,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000822,Germany,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000823,USA,Healthcare,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000824,USA,Retail,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-08
CUST_000825,Australia,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000826,USA,Healthcare,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-08
CUST_000827,USA,Manufacturing,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-08
CUST_000828,USA,Consulting,Premium,At Risk,Engaged Regulars,High Profit,High,Platinum,2023-08
CUST_000829,Germany,Education,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-09
CUST_000830,UK,Retail,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000831,France,Media,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000832,Brazil,Manufacturing,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000833,Singapore,Finance,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000834,USA,Media,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000835,USA,Energy,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000836,UK,Retail,Enterprise,Hibernating,Engaged Regulars,Medium Profit,High,Gold,2023-09
CUST_000837,Japan,Healthcare,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000838,Australia,Finance,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-09
CUST_000839,USA,Technology,Professional,Hibernating,Engaged Regulars,High Profit,High,Gold,2023-09
CUST_000840,USA,Retail,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000841,UK,Media,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000842,France,Healthcare,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000843,USA,Manufacturing,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000844,Brazil,Healthcare,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000845,France,Healthcare,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000846,USA,Real Estate,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-09
CUST_000847,UK,Healthcare,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000848,UK,Education,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-09
CUST_000849,USA,Real Estate,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000850,India,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000851,India,Media,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000852,UK,Media,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-09
CUST_000853,UK,Finance,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000854,France,Finance,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000855,France,Real Estate,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-09
CUST_000856,USA,Technology,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000857,Australia,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000858,USA,Manufacturing,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000859,USA,Energy,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000860,Singapore,Healthcare,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000861,USA,Finance,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000862,UK,Energy,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000863,Canada,Energy,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000864,Germany,Media,Premium,At Risk,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000865,Australia,Education,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-09
CUST_000866,UK,Real Estate,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-09
CUST_000867,Germany,Consulting,Professional,Loyal Customers,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000868,USA,Media,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000869,UK,Technology,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000870,UK,Retail,Professional,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000871,Japan,Manufacturing,Professional,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000872,Australia,Real Estate,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000873,UK,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-09
CUST_000874,USA,Finance,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000875,Australia,Retail,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000876,Germany,Technology,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000877,USA,Retail,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-09
CUST_000878,Singapore,Media,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000879,India,Finance,Professional,Potential Loyalists,Engaged Regulars,High Profit,Low,Gold,2023-09
CUST_000880,USA,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-09
CUST_000881,Germany,Education,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-09
CUST_000882,USA,Technology,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000883,USA,Education,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000884,Canada,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000885,UK,Retail,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000886,Germany,Real Estate,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000887,Brazil,Finance,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000888,Australia,Healthcare,Basic,Potential Loyalists,VIP Elite,High Profit,Low,Silver,2023-10
CUST_000889,Canada,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000890,USA,Energy,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000891,USA,Education,Enterprise,Hibernating,Engaged Regulars,Medium Profit,High,Gold,2023-10
CUST_000892,Germany,Retail,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000893,France,Education,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000894,France,Education,Professional,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000895,USA,Finance,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000896,USA,Finance,Professional,At Risk,Engaged Regulars,High Profit,High,Gold,2023-10
CUST_000897,Germany,Energy,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-10
CUST_000898,USA,Healthcare,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000899,Canada,Media,Basic,Hibernating,Engaged Regulars,Medium Profit,High,Bronze,2023-10
CUST_000900,USA,Education,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-10
CUST_000901,India,Finance,Professional,At Risk,Engaged Regulars,High Profit,Low,Platinum,2023-10
CUST_000902,UK,Media,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000903,UK,Real Estate,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000904,France,Finance,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000905,USA,Energy,Basic,At Risk,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000906,France,Consulting,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000907,USA,Retail,Basic,Lost,Engaged Regulars,High Profit,High,Silver,2023-10
CUST_000908,USA,Finance,Premium,Hibernating,Engaged Regulars,High Profit,High,Platinum,2023-10
CUST_000909,USA,Manufacturing,Enterprise,At Risk,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000910,France,Technology,Basic,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000911,USA,Consulting,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000912,France,Consulting,Enterprise,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000913,France,Consulting,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000914,USA,Consulting,Premium,Loyal Customers,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000915,Australia,Consulting,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000916,Singapore,Real Estate,Professional,Promising,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000917,France,Healthcare,Professional,Loyal Customers,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000918,Australia,Education,Professional,At Risk,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000919,USA,Healthcare,Basic,Promising,Engaged Regulars,High Profit,Low,Gold,2023-10
CUST_000920,Brazil,Education,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000921,UK,Manufacturing,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000922,UK,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-10
CUST_000923,India,Healthcare,Basic,Promising,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000924,USA,Technology,Basic,Lost,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000925,Brazil,Media,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000926,USA,Media,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000927,Japan,Media,Enterprise,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000928,Brazil,Media,Basic,Potential Loyalists,Engaged Regulars,High Profit,Low,Silver,2023-10
CUST_000929,Australia,Real Estate,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-10
CUST_000930,Japan,Consulting,Professional,Champions,VIP Elite,High Profit,Low,Gold,2023-11
CUST_000931,Australia,Retail,Professional,Potential Loyalists,VIP Elite,High Profit,Low,Gold,2023-11
CUST_000932,USA,Healthcare,Professional,Champions,VIP Elite,High Profit,Low,Platinum,2023-11
CUST_000933,Singapore,Technology,Premium,Champions,VIP Elite,High Profit,Low,Platinum,2023-11
CUST_000934,USA,Education,Basic,Lost,Engaged Regulars,Medium Profit,High,Bronze,2023-11
