customer_id,country,industry,subscription_type,monthly_fee,total_revenue,churn_probability,churn_risk_level,value_score,priority_rank,urgency,action_timeline,contact_channel,primary_action,secondary_action,specific_recommendation,recommended_discount_pct,action_1,action_2,action_3,action_4
CUST_000253,Canada,Retail,Basic,96.01,1455.52,1.0,High,16.24,87,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000312,UK,Media,Professional,146.1,2803.25,0.9999999999999968,High,16.23,88,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 447 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000294,USA,Technology,Basic,49.89,1120.73,0.9999999999985688,High,16.16,89,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 381 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000399,India,Finance,Professional,176.68,4275.63,0.9998694573496354,High,15.98,90,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 191 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000334,USA,Energy,Basic,92.2,1994.21,0.999999998276286,High,15.94,91,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 296 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000321,USA,Manufacturing,Basic,54.73,1074.47,0.9999999917388844,High,15.92,92,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 286 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000327,France,Energy,Professional,259.4,3862.06,1.0,High,15.9,93,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 542 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000369,UK,Finance,Enterprise,491.95,5915.44,1.0,High,15.78,94,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000344,France,Real Estate,Basic,76.09,1775.84,0.9999999961458436,High,15.71,96,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000431,Australia,Retail,Professional,164.97,4253.93,0.966844063130953,High,15.71,95,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 128 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000293,France,Manufacturing,Basic,90.37,988.27,1.0,High,15.33,97,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 652 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000264,UK,Finance,Basic,49.33,499.65,1.0,High,15.28,98,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 770 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000342,USA,Energy,Professional,182.08,2575.92,1.0,High,15.2,99,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000496,Australia,Education,Professional,209.61,5021.08,0.7172322472010432,High,15.14,100,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000274,USA,Energy,Professional,144.13,986.47,1.0,High,15.04,101,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 852 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000403,UK,Retail,Professional,109.31,2149.56,0.9999995158576804,High,14.98,102,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 247 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000461,Japan,Media,Professional,190.8,4155.47,0.9997405162942672,High,14.98,103,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 180 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000292,Germany,Finance,Basic,94.56,856.64,1.0,High,14.93,104,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 773 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000413,Germany,Healthcare,Enterprise,821.82,6594.93,1.0,High,14.88,105,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000328,UK,Retail,Basic,82.33,1063.77,1.0,High,14.73,106,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 601 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000260,Singapore,Manufacturing,Basic,49.15,143.74,1.0,High,14.62,107,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 987 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000278,Japan,Finance,Professional,100.04,298.08,1.0,High,14.62,108,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000418,Germany,Manufacturing,Professional,175.13,3114.56,0.999999999998736,High,14.61,109,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000406,Singapore,Healthcare,Enterprise,430.71,4433.35,1.0,High,14.5,110,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 602 days inactive,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000526,Japan,Retail,Professional,243.18,4835.84,0.9992221716928492,High,14.29,111,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 174 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000468,USA,Technology,Basic,78.2,1805.9,0.997216128514127,High,14.22,112,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 144 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000458,Germany,Energy,Professional,149.48,2836.6,0.9999999741038152,High,14.21,113,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 275 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000494,Canada,Manufacturing,Professional,255.71,3974.77,0.9999987774099284,High,14.2,114,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 236 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000311,USA,Retail,Basic,29.48,171.99,1.0,High,14.16,115,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 839 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000408,Japan,Energy,Professional,142.4,2046.31,0.9999999999999998,High,14.08,116,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 484 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000437,France,Education,Professional,132.85,2161.49,0.9999999999994484,High,13.96,117,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 389 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000346,UK,Media,Professional,149.89,1080.91,1.0,High,13.93,118,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 764 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000414,UK,Real Estate,Basic,93.01,1391.82,0.9999999999999925,High,13.81,119,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 438 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000593,USA,Media,Premium,1790.16,10432.9,1.0,High,13.7,120,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Schedule VIP retention call with account manager,Offer 21% discount on annual renewal,Provide complimentary premium support for 3 months,Invite to exclusive executive roundtable event
CUST_000341,Australia,Technology,Basic,60.74,352.74,1.0,High,13.69,121,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 801 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000358,UK,Media,Enterprise,561.95,1622.6799999999998,1.0,High,13.56,122,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000456,France,Healthcare,Basic,65.71,1192.4,0.9999999991965858,High,13.55,123,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 306 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000532,Australia,Education,Professional,187.04,3213.0,0.9999998872491688,High,13.3,124,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 260 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000500,India,Manufacturing,Professional,258.61,3387.46,0.9999999999999404,High,13.26,125,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 413 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000492,USA,Media,Basic,96.82,1658.46,0.999999998644718,High,13.19,126,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 301 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000566,Canada,Media,Professional,120.19,2498.35,0.723677043985919,High,13.18,127,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 105 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000389,USA,Technology,Professional,293.46,1485.1999999999998,1.0,High,13.15,128,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 768 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000552,Brazil,Retail,Enterprise,475.88,5199.16,0.9999999999999932,High,13.06,129,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000420,France,Manufacturing,Professional,151.31,1095.71,1.0,High,13.03,130,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 616 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000388,Australia,Media,Basic,67.91,343.72,1.0,High,12.77,131,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000416,USA,Media,Professional,282.03,1166.08,1.0,High,12.57,132,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000441,USA,Healthcare,Professional,288.04,1509.33,1.0,High,12.5,133,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 717 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000484,Canada,Media,Basic,76.39,917.37,0.9999999999999992,High,12.47,134,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 456 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000571,Japan,Education,Basic,56.38,1053.96,0.9997219912318328,High,12.39,135,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 159 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000415,Canada,Consulting,Professional,239.75,706.71,1.0,High,12.32,136,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 801 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000828,USA,Consulting,Premium,1079.66,10851.43,0.9999991727337538,High,12.29,137,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 221 days inactive,21,Schedule VIP retention call with account manager,Offer 21% discount on annual renewal,Provide complimentary premium support for 3 months,Invite to exclusive executive roundtable event
CUST_000450,USA,Energy,Basic,67.62,565.31,1.0,High,12.28,138,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 610 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000493,Canada,Education,Professional,104.93,1037.47,1.0,High,12.17,139,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 510 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000419,Brazil,Energy,Basic,74.41,219.27,1.0,High,12.13,140,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 796 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000454,Australia,Media,Basic,85.43,456.24,1.0,High,12.09,141,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000478,UK,Finance,Basic,94.01,761.48,1.0,High,12.06,142,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 585 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000548,USA,Manufacturing,Basic,87.19,1061.27,0.9999999999697696,High,12.02,143,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 337 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000634,UK,Healthcare,Professional,213.54,3259.39,0.9999968454506976,High,11.99,144,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 219 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000635,France,Manufacturing,Basic,83.26,1568.2,0.9207289824253206,High,11.96,145,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 102 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000457,France,Retail,Professional,137.39,698.76,1.0,High,11.94,146,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 694 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000497,USA,Media,Professional,185.37,1391.87,1.0,High,11.92,147,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 598 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000557,USA,Media,Professional,207.73,1833.47,0.9999999999999702,High,11.84,148,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 417 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000607,USA,Manufacturing,Enterprise,942.08,5550.32,1.0,High,11.81,149,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 513 days inactive,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000659,Germany,Finance,Professional,239.29,3339.14,0.9999993822053428,High,11.72,150,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 237 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000525,Japan,Healthcare,Basic,54.28,530.98,1.0,High,11.59,151,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000677,UK,Manufacturing,Professional,166.55,2419.71,0.9990222968483164,High,11.54,152,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 159 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000505,USA,Healthcare,Professional,100.04,713.41,1.0,High,11.53,153,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 587 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000641,France,Technology,Professional,188.95,2394.58,0.999999289181626,High,11.51,154,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 245 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000528,Singapore,Retail,Basic,61.05,535.45,1.0,High,11.46,155,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 505 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000627,USA,Real Estate,Basic,63.21,1020.93,0.9999897206292514,High,11.41,156,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000518,USA,Retail,Professional,213.39,1102.28,1.0,High,11.24,157,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 632 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000570,Germany,Consulting,Professional,143.21,1250.27,0.9999999999999998,High,11.18,158,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 463 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000631,USA,Manufacturing,Enterprise,416.75,3457.89,0.9999999999999952,High,11.1,160,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 432 days inactive,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000759,France,Finance,Enterprise,823.84,6768.44,0.9999999999896494,High,11.1,159,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000692,India,Retail,Basic,59.05,1004.62,0.9582190689021228,High,11.06,161,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 116 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000599,Singapore,Energy,Premium,1372.92,4160.45,1.0,High,11.03,162,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 613 days inactive,21,Schedule VIP retention call with account manager,Offer 21% discount on annual renewal,Provide complimentary premium support for 3 months,Invite to exclusive executive roundtable event
CUST_000555,Canada,Consulting,Basic,62.55,493.53,1.0,High,11.02,163,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 508 days inactive,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000609,USA,Finance,Professional,161.64,1638.81,0.9999999999995997,High,10.98,164,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 392 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000657,Germany,Media,Enterprise,942.14,4574.27,1.0,High,10.85,165,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Escalate to enterprise success team immediately,Offer 21% discount + dedicated support,Schedule executive business review meeting,Provide custom integration support package
CUST_000632,UK,Real Estate,Professional,212.13,1849.48,0.9999999999999852,High,10.53,166,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 431 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000580,Japan,Education,Basic,62.33,361.4,1.0,High,10.4,167,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_000630,USA,Manufacturing,Professional,143.97,1189.47,0.9999999999999896,High,10.31,168,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 434 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000908,USA,Finance,Premium,1755.77,9013.5,0.9999999999949538,High,10.2,169,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 326 days inactive,21,Schedule VIP retention call with account manager,Offer 21% discount on annual renewal,Provide complimentary premium support for 3 months,Invite to exclusive executive roundtable event
CUST_000569,Japan,Energy,Professional,215.1,617.46,1.0,High,10.19,170,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Re-engagement campaign - 639 days inactive,21,Initiate proactive outreach call,Offer 21% discount on next renewal,Provide free upgrade trial to Enterprise tier,Send personalized value demonstration
CUST_000587,France,Retail,Basic,65.12,343.93,1.0,High,10.18,171,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Send win-back email with special offer,Offer 21% discount + free tier upgrade trial,Provide onboarding assistance call,Share success stories from similar customers
CUST_001252,France,Consulting,Premium,2830.82,13799.22,0.9999884882425464,High,10.14,172,Critical,Within 24-48 hours,Phone + Email,Immediate Retention Call,Exclusive Discount Offer,Address payment issues - offer alternative payment methods,21,Schedule VIP retention call with account manager,Offer 21% discount on annual renewal,Provide complimentary premium support for 3 months,Invite to exclusive executive roundtable event
